word_id,link_index,target_identifier,target_type,target_id
1e0b051c-c04c-400e-a079-9f8948111d41,4,creation,word,f75ac46d-6f5d-451d-8310-a61ea6947623
1e0b051c-c04c-400e-a079-9f8948111d41,5,creative,word,79cdb157-ba47-47c8-9f33-3c2827e2d92c
1e0b051c-c04c-400e-a079-9f8948111d41,6,creativity,word,f5f99966-e5dd-4604-baa3-9e4dbeca4f66
1e0b051c-c04c-400e-a079-9f8948111d41,7,creature,word,affdecd9-8784-43d3-b3a6-a7881c801a0e
1e0b051c-c04c-400e-a079-9f8948111d41,8,creator,word,c1f8a1ee-78a9-44ec-abe5-969b0dd03599
1e0b051c-c04c-400e-a079-9f8948111d41,9,cre,root,f907d349-ac0f-4944-aaf1-0377766ea02a
1e0b051c-c04c-400e-a079-9f8948111d41,10,create,word,1e0b051c-c04c-400e-a079-9f8948111d41
1e0b051c-c04c-400e-a079-9f8948111d41,11,-ate,suffix,3c102dc5-d483-4b8e-bc12-9bc2c6d12cfe
f75ac46d-6f5d-451d-8310-a61ea6947623,1,create,word,1e0b051c-c04c-400e-a079-9f8948111d41
f75ac46d-6f5d-451d-8310-a61ea6947623,2,-ion,suffix,745bfaba-917a-406b-9d5d-ddd63b9f57a8
f75ac46d-6f5d-451d-8310-a61ea6947623,3,cre,root,f907d349-ac0f-4944-aaf1-0377766ea02a
f75ac46d-6f5d-451d-8310-a61ea6947623,4,-ation,suffix,2a70cf6b-ff49-4346-9fd9-e3557c9f8b5b
79cdb157-ba47-47c8-9f33-3c2827e2d92c,1,create,word,1e0b051c-c04c-400e-a079-9f8948111d41
79cdb157-ba47-47c8-9f33-3c2827e2d92c,2,-ive,suffix,b8f5ae03-4bef-496f-a91e-b33afb326629
79cdb157-ba47-47c8-9f33-3c2827e2d92c,3,cre,root,f907d349-ac0f-4944-aaf1-0377766ea02a
79cdb157-ba47-47c8-9f33-3c2827e2d92c,4,-ative,suffix,7c45ccdc-8bfd-4cb9-9af2-0cc46c16ee13
79cdb157-ba47-47c8-9f33-3c2827e2d92c,5,creatively,word,330cecab-6176-4d45-8721-a2e86447e102
79cdb157-ba47-47c8-9f33-3c2827e2d92c,6,creativeness,word,cd47b44e-5287-428d-b8dc-acc1ac3212dd
79cdb157-ba47-47c8-9f33-3c2827e2d92c,7,creativity,word,f5f99966-e5dd-4604-baa3-9e4dbeca4f66
f5f99966-e5dd-4604-baa3-9e4dbeca4f66,1,create,word,1e0b051c-c04c-400e-a079-9f8948111d41
f5f99966-e5dd-4604-baa3-9e4dbeca4f66,2,-ive,suffix,b8f5ae03-4bef-496f-a91e-b33afb326629
f5f99966-e5dd-4604-baa3-9e4dbeca4f66,3,-ity,suffix,78ebecd5-1a75-458b-9af9-0c33e6f20e5e
f5f99966-e5dd-4604-baa3-9e4dbeca4f66,4,cre,root,f907d349-ac0f-4944-aaf1-0377766ea02a
f5f99966-e5dd-4604-baa3-9e4dbeca4f66,5,-ate,suffix,3c102dc5-d483-4b8e-bc12-9bc2c6d12cfe
f5f99966-e5dd-4604-baa3-9e4dbeca4f66,6,-ive,suffix,b8f5ae03-4bef-496f-a91e-b33afb326629
f5f99966-e5dd-4604-baa3-9e4dbeca4f66,7,-ity,suffix,78ebecd5-1a75-458b-9af9-0c33e6f20e5e
affdecd9-8784-43d3-b3a6-a7881c801a0e,1,create,word,1e0b051c-c04c-400e-a079-9f8948111d41
affdecd9-8784-43d3-b3a6-a7881c801a0e,2,-ure,suffix,fe666dc7-b809-49eb-befe-cf2e9eef0948
affdecd9-8784-43d3-b3a6-a7881c801a0e,3,cre,root,f907d349-ac0f-4944-aaf1-0377766ea02a
affdecd9-8784-43d3-b3a6-a7881c801a0e,4,-ature,suffix,cb4a74ab-ec21-4ae3-a399-12c69b7ffb92
c1f8a1ee-78a9-44ec-abe5-969b0dd03599,1,create,word,1e0b051c-c04c-400e-a079-9f8948111d41
c1f8a1ee-78a9-44ec-abe5-969b0dd03599,2,-or,suffix,b9fed5d5-9451-4b2d-873c-9ee4b1ce3e43
c1f8a1ee-78a9-44ec-abe5-969b0dd03599,3,cre,root,f907d349-ac0f-4944-aaf1-0377766ea02a
c1f8a1ee-78a9-44ec-abe5-969b0dd03599,4,-ator,suffix,99ef52ef-c799-4264-91d4-ccb70872673b
85a2fe16-7de9-4028-a39f-aff3988f22f6,1,feed,word,47241416-cd0d-4bb1-a1b9-7894e110f5f7
85a2fe16-7de9-4028-a39f-aff3988f22f6,2,-er,suffix,22a3b447-d3cf-4d74-8e34-fadb7d2b0375
85a2fe16-7de9-4028-a39f-aff3988f22f6,3,-al,suffix,1d382467-52d4-489b-846b-a2e68c8ca9d3
85a2fe16-7de9-4028-a39f-aff3988f22f6,4,feder,root,7c8642e9-9f48-4d85-892e-ebe8cf5831cc
85a2fe16-7de9-4028-a39f-aff3988f22f6,5,-al,suffix,1d382467-52d4-489b-846b-a2e68c8ca9d3
85a2fe16-7de9-4028-a39f-aff3988f22f6,6,federalism,word,8ebb7241-3207-471c-9d42-269b7013fb10
85a2fe16-7de9-4028-a39f-aff3988f22f6,7,federalist,word,8b300ad1-7b1b-415c-b736-aa4a0478839c
85a2fe16-7de9-4028-a39f-aff3988f22f6,8,feder,root,7c8642e9-9f48-4d85-892e-ebe8cf5831cc
85a2fe16-7de9-4028-a39f-aff3988f22f6,9,federal,word,85a2fe16-7de9-4028-a39f-aff3988f22f6
85a2fe16-7de9-4028-a39f-aff3988f22f6,10,-al,suffix,1d382467-52d4-489b-846b-a2e68c8ca9d3
dcf3527b-6d65-4f87-ab48-1a0c3ef7c289,1,con-,prefix,98e6651d-8b5e-462a-adb2-dc5da6edb65c
dcf3527b-6d65-4f87-ab48-1a0c3ef7c289,2,-ate,suffix,3c102dc5-d483-4b8e-bc12-9bc2c6d12cfe
dcf3527b-6d65-4f87-ab48-1a0c3ef7c289,3,con-,prefix,98e6651d-8b5e-462a-adb2-dc5da6edb65c
dcf3527b-6d65-4f87-ab48-1a0c3ef7c289,4,cent-根,root,4e51d4ba-6b93-4de1-86dc-ebc0ff74ac3f
dcf3527b-6d65-4f87-ab48-1a0c3ef7c289,5,-ate,suffix,3c102dc5-d483-4b8e-bc12-9bc2c6d12cfe
dcf3527b-6d65-4f87-ab48-1a0c3ef7c289,6,cent-根,root,4e51d4ba-6b93-4de1-86dc-ebc0ff74ac3f
dcf3527b-6d65-4f87-ab48-1a0c3ef7c289,7,concentrate,word,dcf3527b-6d65-4f87-ab48-1a0c3ef7c289
dcf3527b-6d65-4f87-ab48-1a0c3ef7c289,8,con-,prefix,98e6651d-8b5e-462a-adb2-dc5da6edb65c
dcf3527b-6d65-4f87-ab48-1a0c3ef7c289,9,-ate,suffix,3c102dc5-d483-4b8e-bc12-9bc2c6d12cfe
121e81e4-caa1-4fe1-bdc4-7c73c8398efc,1,cent-根,root,4e51d4ba-6b93-4de1-86dc-ebc0ff74ac3f
121e81e4-caa1-4fe1-bdc4-7c73c8398efc,2,concentrate,word,dcf3527b-6d65-4f87-ab48-1a0c3ef7c289
121e81e4-caa1-4fe1-bdc4-7c73c8398efc,3,cent-根,root,4e51d4ba-6b93-4de1-86dc-ebc0ff74ac3f
6f8ceaf6-a170-4319-8cd7-011b151bd370,1,in-,prefix,e9081b64-24c5-45e6-ab9e-64161a4b9d55
6f8ceaf6-a170-4319-8cd7-011b151bd370,2,cent-根,root,4e51d4ba-6b93-4de1-86dc-ebc0ff74ac3f
6f8ceaf6-a170-4319-8cd7-011b151bd370,3,concentrate,word,dcf3527b-6d65-4f87-ab48-1a0c3ef7c289
6f8ceaf6-a170-4319-8cd7-011b151bd370,4,-ive,suffix,b8f5ae03-4bef-496f-a91e-b33afb326629
6f8ceaf6-a170-4319-8cd7-011b151bd370,5,in-,prefix,e9081b64-24c5-45e6-ab9e-64161a4b9d55
6f8ceaf6-a170-4319-8cd7-011b151bd370,6,cent-根,root,4e51d4ba-6b93-4de1-86dc-ebc0ff74ac3f
6f8ceaf6-a170-4319-8cd7-011b151bd370,7,-ive,suffix,b8f5ae03-4bef-496f-a91e-b33afb326629
e06930e9-acc7-4a6e-b7f5-71e116735c8d,1,re-,prefix,25c9c982-54cc-42c6-8d13-31b6232755b7
e06930e9-acc7-4a6e-b7f5-71e116735c8d,2,cess,root,f9d2941e-3c41-43cc-8f9e-36ee231fc15f
e06930e9-acc7-4a6e-b7f5-71e116735c8d,3,process,word,57a78b1c-e985-4e8f-8fbc-486776feaf6c
e06930e9-acc7-4a6e-b7f5-71e116735c8d,4,-ion,suffix,745bfaba-917a-406b-9d5d-ddd63b9f57a8
e06930e9-acc7-4a6e-b7f5-71e116735c8d,5,re-,prefix,25c9c982-54cc-42c6-8d13-31b6232755b7
e06930e9-acc7-4a6e-b7f5-71e116735c8d,6,cess,root,f9d2941e-3c41-43cc-8f9e-36ee231fc15f
e06930e9-acc7-4a6e-b7f5-71e116735c8d,7,-ion,suffix,745bfaba-917a-406b-9d5d-ddd63b9f57a8
e06930e9-acc7-4a6e-b7f5-71e116735c8d,8,cess,root,f9d2941e-3c41-43cc-8f9e-36ee231fc15f
e06930e9-acc7-4a6e-b7f5-71e116735c8d,9,recession,word,e06930e9-acc7-4a6e-b7f5-71e116735c8d
e06930e9-acc7-4a6e-b7f5-71e116735c8d,10,re-,prefix,25c9c982-54cc-42c6-8d13-31b6232755b7
e06930e9-acc7-4a6e-b7f5-71e116735c8d,11,-ion,suffix,745bfaba-917a-406b-9d5d-ddd63b9f57a8
ee7588ae-1bd0-448f-84ad-71c90627a4cb,1,pre-,prefix,eac011c0-2c1d-4077-a89b-3d698c27ca53
ee7588ae-1bd0-448f-84ad-71c90627a4cb,2,vi,root,93e3127a-bd10-426d-9121-d94e69b4b3a9
ee7588ae-1bd0-448f-84ad-71c90627a4cb,3,vision,word,f2767f91-a3a9-4422-8523-d0b71d9156cc
ee7588ae-1bd0-448f-84ad-71c90627a4cb,4,-ous,suffix,8ea3fb99-7621-45c0-8a34-14898d874655
ee7588ae-1bd0-448f-84ad-71c90627a4cb,5,pre-,prefix,eac011c0-2c1d-4077-a89b-3d698c27ca53
ee7588ae-1bd0-448f-84ad-71c90627a4cb,6,vi,root,93e3127a-bd10-426d-9121-d94e69b4b3a9
ee7588ae-1bd0-448f-84ad-71c90627a4cb,7,-ous,suffix,8ea3fb99-7621-45c0-8a34-14898d874655
e3fe0f7a-f0ee-4f24-a293-467f05dedda0,1,lay-基,base,5820b487-6d1c-45ac-9908-7d445aeaf8b5
ccace763-1026-476d-8653-0b2d0296973b,1,re-,prefix,25c9c982-54cc-42c6-8d13-31b6232755b7
ccace763-1026-476d-8653-0b2d0296973b,2,lay,word,e3fe0f7a-f0ee-4f24-a293-467f05dedda0
ccace763-1026-476d-8653-0b2d0296973b,3,re-,prefix,25c9c982-54cc-42c6-8d13-31b6232755b7
ccace763-1026-476d-8653-0b2d0296973b,4,lay-基,base,5820b487-6d1c-45ac-9908-7d445aeaf8b5
1848b698-e3a8-45f9-aab5-76091696a5d1,1,pay,word,5a6ec44b-5a12-4462-91e2-4de444a51fa3
1848b698-e3a8-45f9-aab5-76091696a5d1,2,ten,word,cab687e2-c2f4-4b26-8968-af39a77d3d4e
1848b698-e3a8-45f9-aab5-76091696a5d1,3,pat-根,root,86064e76-9ca0-4661-a61d-e2bd2793f8cc
1848b698-e3a8-45f9-aab5-76091696a5d1,4,-ent,suffix,6dbba9b1-db1e-48d4-9b44-ed45c271ee71
1848b698-e3a8-45f9-aab5-76091696a5d1,5,pat-根,root,86064e76-9ca0-4661-a61d-e2bd2793f8cc
1848b698-e3a8-45f9-aab5-76091696a5d1,6,patent,word,1848b698-e3a8-45f9-aab5-76091696a5d1
1848b698-e3a8-45f9-aab5-76091696a5d1,7,-ent,suffix,6dbba9b1-db1e-48d4-9b44-ed45c271ee71
ad42ddc4-9aa2-48c1-b828-6fe265a01b6b,1,press,word,d560157b-0bdf-46a8-b682-7a4dccd6e105
ad42ddc4-9aa2-48c1-b828-6fe265a01b6b,2,stre,root,e6eb7300-13ab-4372-9407-06adc7764ce3
ad42ddc4-9aa2-48c1-b828-6fe265a01b6b,3,-s,suffix,fa6eab22-d8bc-49ff-bf8f-f19761221b14
ad42ddc4-9aa2-48c1-b828-6fe265a01b6b,4,stressful,word,c54154a4-6742-4a0a-ba26-424fe7d25bd7
ad42ddc4-9aa2-48c1-b828-6fe265a01b6b,5,stre,root,e6eb7300-13ab-4372-9407-06adc7764ce3
ad42ddc4-9aa2-48c1-b828-6fe265a01b6b,6,stress,word,ad42ddc4-9aa2-48c1-b828-6fe265a01b6b
ad42ddc4-9aa2-48c1-b828-6fe265a01b6b,7,-s,suffix,fa6eab22-d8bc-49ff-bf8f-f19761221b14
c54154a4-6742-4a0a-ba26-424fe7d25bd7,1,stress,word,ad42ddc4-9aa2-48c1-b828-6fe265a01b6b
c54154a4-6742-4a0a-ba26-424fe7d25bd7,2,-ful,suffix,3314001d-8655-4aca-85e6-6cb372335801
c54154a4-6742-4a0a-ba26-424fe7d25bd7,3,stre,root,e6eb7300-13ab-4372-9407-06adc7764ce3
c54154a4-6742-4a0a-ba26-424fe7d25bd7,4,-s,suffix,fa6eab22-d8bc-49ff-bf8f-f19761221b14
c54154a4-6742-4a0a-ba26-424fe7d25bd7,5,-ful,suffix,3314001d-8655-4aca-85e6-6cb372335801
812eb64d-1b4d-4f3e-9ca1-33b04690b085,1,strat,root,572b3bef-fb37-46ed-a1da-1984be706060
812eb64d-1b4d-4f3e-9ca1-33b04690b085,2,-y,suffix,8c6901c3-02e7-4be7-bd00-705f4f9f6f8c
812eb64d-1b4d-4f3e-9ca1-33b04690b085,3,strategic,word,cfcafc2b-3769-4e29-bac5-ffece4814164
812eb64d-1b4d-4f3e-9ca1-33b04690b085,4,strategist,word,8ac5f69a-af45-49aa-a0c9-234f5e1849d5
812eb64d-1b4d-4f3e-9ca1-33b04690b085,5,strat,root,572b3bef-fb37-46ed-a1da-1984be706060
812eb64d-1b4d-4f3e-9ca1-33b04690b085,6,strategy,word,812eb64d-1b4d-4f3e-9ca1-33b04690b085
812eb64d-1b4d-4f3e-9ca1-33b04690b085,7,-y,suffix,8c6901c3-02e7-4be7-bd00-705f4f9f6f8c
cfcafc2b-3769-4e29-bac5-ffece4814164,1,strategy,word,812eb64d-1b4d-4f3e-9ca1-33b04690b085
cfcafc2b-3769-4e29-bac5-ffece4814164,2,-ic,suffix,f67d1559-f000-48f8-98c0-3feac850d691
cfcafc2b-3769-4e29-bac5-ffece4814164,3,strat,root,572b3bef-fb37-46ed-a1da-1984be706060
cfcafc2b-3769-4e29-bac5-ffece4814164,4,-ic,suffix,f67d1559-f000-48f8-98c0-3feac850d691
f08cf88e-f21b-4980-87a9-8ff2716d825f,1,aid-基,base,d966edc1-472e-486b-b800-95bb2293bfd3
f08cf88e-f21b-4980-87a9-8ff2716d825f,2,-s,suffix,fa6eab22-d8bc-49ff-bf8f-f19761221b14
3271f71a-9653-4669-b720-8f7739880379,1,AIDS,word,f08cf88e-f21b-4980-87a9-8ff2716d825f
3271f71a-9653-4669-b720-8f7739880379,2,aid-基,base,d966edc1-472e-486b-b800-95bb2293bfd3
3271f71a-9653-4669-b720-8f7739880379,3,aid,word,3271f71a-9653-4669-b720-8f7739880379
3271f71a-9653-4669-b720-8f7739880379,4,help,word,cac283b2-e5d3-4d42-b338-acd25c6b6da6
3271f71a-9653-4669-b720-8f7739880379,5,assist,word,6287e2f3-7f54-4a4b-ba16-391d8308ea82
364f700b-8f08-42c4-b53b-bbe0c60c2447,1,location,word,33f7ee93-c880-4a0c-8e8b-a2c646002cb8
364f700b-8f08-42c4-b53b-bbe0c60c2447,2,plot-基,base,f49801cb-ded7-44fb-b4d8-951891e90ea6
3681282d-7bc2-4e97-b350-ea82ddab451b,1,ex-,prefix,0e1e4834-1d6f-4546-8d73-edafa036bb02
3681282d-7bc2-4e97-b350-ea82ddab451b,2,plot,word,364f700b-8f08-42c4-b53b-bbe0c60c2447
3681282d-7bc2-4e97-b350-ea82ddab451b,3,-e,suffix,e45da611-1fec-4f56-a8a1-0196540d73f8
3681282d-7bc2-4e97-b350-ea82ddab451b,4,ex-,prefix,0e1e4834-1d6f-4546-8d73-edafa036bb02
3681282d-7bc2-4e97-b350-ea82ddab451b,5,plor,root,87670922-38cc-4434-a8df-43a661776fcc
3681282d-7bc2-4e97-b350-ea82ddab451b,6,-e,suffix,e45da611-1fec-4f56-a8a1-0196540d73f8
3681282d-7bc2-4e97-b350-ea82ddab451b,7,explorer,word,d1c10601-bd53-4854-a6c2-f7c7e820759b
3681282d-7bc2-4e97-b350-ea82ddab451b,8,exploration,word,6f411f76-3652-42ef-9865-c8d252ae6809
3681282d-7bc2-4e97-b350-ea82ddab451b,9,plor,root,87670922-38cc-4434-a8df-43a661776fcc
3681282d-7bc2-4e97-b350-ea82ddab451b,10,explore,word,3681282d-7bc2-4e97-b350-ea82ddab451b
3681282d-7bc2-4e97-b350-ea82ddab451b,11,ex-,prefix,0e1e4834-1d6f-4546-8d73-edafa036bb02
3681282d-7bc2-4e97-b350-ea82ddab451b,12,-e,suffix,e45da611-1fec-4f56-a8a1-0196540d73f8
d1c10601-bd53-4854-a6c2-f7c7e820759b,1,explore,word,3681282d-7bc2-4e97-b350-ea82ddab451b
d1c10601-bd53-4854-a6c2-f7c7e820759b,2,-er,suffix,22a3b447-d3cf-4d74-8e34-fadb7d2b0375
d1c10601-bd53-4854-a6c2-f7c7e820759b,3,ex-,prefix,0e1e4834-1d6f-4546-8d73-edafa036bb02
d1c10601-bd53-4854-a6c2-f7c7e820759b,4,plor,root,87670922-38cc-4434-a8df-43a661776fcc
d1c10601-bd53-4854-a6c2-f7c7e820759b,5,-er,suffix,22a3b447-d3cf-4d74-8e34-fadb7d2b0375
6f411f76-3652-42ef-9865-c8d252ae6809,1,explore,word,3681282d-7bc2-4e97-b350-ea82ddab451b
6f411f76-3652-42ef-9865-c8d252ae6809,2,-ation,suffix,2a70cf6b-ff49-4346-9fd9-e3557c9f8b5b
6f411f76-3652-42ef-9865-c8d252ae6809,3,ex-,prefix,0e1e4834-1d6f-4546-8d73-edafa036bb02
6f411f76-3652-42ef-9865-c8d252ae6809,4,plor,root,87670922-38cc-4434-a8df-43a661776fcc
6f411f76-3652-42ef-9865-c8d252ae6809,5,-ation,suffix,2a70cf6b-ff49-4346-9fd9-e3557c9f8b5b
709d2c40-fbe8-4c6e-a2f0-38f9e683bca1,1,com-,prefix,c51a8e11-69c9-4469-b362-65f433a0d955
709d2c40-fbe8-4c6e-a2f0-38f9e683bca1,2,meat,word,7b8133a8-6649-427c-a979-34b206ddc2c9
709d2c40-fbe8-4c6e-a2f0-38f9e683bca1,3,-ment,suffix,576344a5-6f42-45f7-a4a1-9ce614c72f81
709d2c40-fbe8-4c6e-a2f0-38f9e683bca1,4,com-,prefix,c51a8e11-69c9-4469-b362-65f433a0d955
709d2c40-fbe8-4c6e-a2f0-38f9e683bca1,5,mit,root,46fdc102-740d-4a70-8ce7-f78800c61a3b
709d2c40-fbe8-4c6e-a2f0-38f9e683bca1,6,-ment,suffix,576344a5-6f42-45f7-a4a1-9ce614c72f81
00707979-c709-4d30-b7f2-f43dac05fccc,1,loud,word,507621f5-b831-477c-a5f7-619886c8ec5a
00707979-c709-4d30-b7f2-f43dac05fccc,2,a-,prefix,eb2dab21-d31e-4dbd-bb90-255c046203a6
00707979-c709-4d30-b7f2-f43dac05fccc,3,a-,prefix,eb2dab21-d31e-4dbd-bb90-255c046203a6
00707979-c709-4d30-b7f2-f43dac05fccc,4,loud-基,base,f9e0b68a-1e60-4271-8980-d62a65d48f8a
00707979-c709-4d30-b7f2-f43dac05fccc,5,loudly,word,576bf8b4-0b6d-455d-8a65-134d321b0efb
576bf8b4-0b6d-455d-8a65-134d321b0efb,1,loud,word,507621f5-b831-477c-a5f7-619886c8ec5a
576bf8b4-0b6d-455d-8a65-134d321b0efb,2,-ly,suffix,9fc1c501-5786-4aae-90e4-200c93378bb0
576bf8b4-0b6d-455d-8a65-134d321b0efb,3,loud-基,base,f9e0b68a-1e60-4271-8980-d62a65d48f8a
576bf8b4-0b6d-455d-8a65-134d321b0efb,4,-ly,suffix,9fc1c501-5786-4aae-90e4-200c93378bb0
507621f5-b831-477c-a5f7-619886c8ec5a,1,loud-基,base,f9e0b68a-1e60-4271-8980-d62a65d48f8a
312b4f40-6f58-4bd2-9494-2c735c99e401,1,loud,word,507621f5-b831-477c-a5f7-619886c8ec5a
312b4f40-6f58-4bd2-9494-2c735c99e401,2,crowd-基,base,2fc1c214-7391-4ce2-9e8e-8b1457cb7246
f1ed81a7-e78a-4be9-910d-bbac665e073c,1,-t,suffix,902260c2-0a41-46d9-8130-90955ee5437e
f1ed81a7-e78a-4be9-910d-bbac665e073c,2,start-基,base,372db97f-1520-4f53-8109-9fb668b1c916
ae62023b-1f3c-4b06-94fc-d9f029db2da7,1,e-,prefix,e0f0cada-0921-45e1-9788-4fa5be9dce66
ae62023b-1f3c-4b06-94fc-d9f029db2da7,2,start,word,f1ed81a7-e78a-4be9-910d-bbac665e073c
ae62023b-1f3c-4b06-94fc-d9f029db2da7,3,e-,prefix,e0f0cada-0921-45e1-9788-4fa5be9dce66
ae62023b-1f3c-4b06-94fc-d9f029db2da7,4,st,root,49bf853b-04d3-43bc-89e6-e8e8a8ac4523
ae62023b-1f3c-4b06-94fc-d9f029db2da7,5,-ish,suffix,fd5a7946-5e2a-4dd9-ae8a-3976fd0a38f4
ae62023b-1f3c-4b06-94fc-d9f029db2da7,6,establishment,word,1d51a5c3-fab4-4aca-a71e-386f9b8428cc
1d51a5c3-fab4-4aca-a71e-386f9b8428cc,1,establish,word,ae62023b-1f3c-4b06-94fc-d9f029db2da7
1d51a5c3-fab4-4aca-a71e-386f9b8428cc,2,-ment,suffix,576344a5-6f42-45f7-a4a1-9ce614c72f81
1d51a5c3-fab4-4aca-a71e-386f9b8428cc,3,e-,prefix,e0f0cada-0921-45e1-9788-4fa5be9dce66
1d51a5c3-fab4-4aca-a71e-386f9b8428cc,4,st,root,49bf853b-04d3-43bc-89e6-e8e8a8ac4523
1d51a5c3-fab4-4aca-a71e-386f9b8428cc,5,-ish,suffix,fd5a7946-5e2a-4dd9-ae8a-3976fd0a38f4
1d51a5c3-fab4-4aca-a71e-386f9b8428cc,6,-ment,suffix,576344a5-6f42-45f7-a4a1-9ce614c72f81
685589a6-a8a5-4d85-a342-38c8eec29b48,1,in,word,84b42a02-b972-4109-ac42-7d04746f07c8
685589a6-a8a5-4d85-a342-38c8eec29b48,2,-st,suffix,5e4cc57a-981b-47ea-b8be-ffe5db0ce603
685589a6-a8a5-4d85-a342-38c8eec29b48,3,in-,prefix,e9081b64-24c5-45e6-ab9e-64161a4b9d55
685589a6-a8a5-4d85-a342-38c8eec29b48,4,vest-根,root,7eacd756-b72a-44fa-9c50-4689a16fc5d1
685589a6-a8a5-4d85-a342-38c8eec29b48,5,investment,word,9f75bc6d-6f83-434f-ab1c-390e187369e6
685589a6-a8a5-4d85-a342-38c8eec29b48,6,investor,word,53ac5fd2-dcca-47ba-94e7-94deb4456df8
685589a6-a8a5-4d85-a342-38c8eec29b48,7,vest-根,root,7eacd756-b72a-44fa-9c50-4689a16fc5d1
685589a6-a8a5-4d85-a342-38c8eec29b48,8,invest,word,685589a6-a8a5-4d85-a342-38c8eec29b48
685589a6-a8a5-4d85-a342-38c8eec29b48,9,in-,prefix,e9081b64-24c5-45e6-ab9e-64161a4b9d55
9f75bc6d-6f83-434f-ab1c-390e187369e6,1,invest,word,685589a6-a8a5-4d85-a342-38c8eec29b48
9f75bc6d-6f83-434f-ab1c-390e187369e6,2,-ment,suffix,576344a5-6f42-45f7-a4a1-9ce614c72f81
9f75bc6d-6f83-434f-ab1c-390e187369e6,3,in-,prefix,e9081b64-24c5-45e6-ab9e-64161a4b9d55
9f75bc6d-6f83-434f-ab1c-390e187369e6,4,vest-根,root,7eacd756-b72a-44fa-9c50-4689a16fc5d1
9f75bc6d-6f83-434f-ab1c-390e187369e6,5,-ment,suffix,576344a5-6f42-45f7-a4a1-9ce614c72f81
53ac5fd2-dcca-47ba-94e7-94deb4456df8,1,invest,word,685589a6-a8a5-4d85-a342-38c8eec29b48
53ac5fd2-dcca-47ba-94e7-94deb4456df8,2,-or,suffix,b9fed5d5-9451-4b2d-873c-9ee4b1ce3e43
53ac5fd2-dcca-47ba-94e7-94deb4456df8,3,in-,prefix,e9081b64-24c5-45e6-ab9e-64161a4b9d55
53ac5fd2-dcca-47ba-94e7-94deb4456df8,4,vest-根,root,7eacd756-b72a-44fa-9c50-4689a16fc5d1
53ac5fd2-dcca-47ba-94e7-94deb4456df8,5,-or,suffix,b9fed5d5-9451-4b2d-873c-9ee4b1ce3e43
e053c579-c687-4100-9ea2-5100386e05f0,1,-t,suffix,902260c2-0a41-46d9-8130-90955ee5437e
e053c579-c687-4100-9ea2-5100386e05f0,2,belt-基,base,2b721140-d398-4d9e-b1cf-ae07ccc41386
d5978bee-6237-4bd3-9c7e-752905c17c7a,1,-el,suffix,e60b6bac-ab3c-41f6-8a23-58d0d87e8690
d5978bee-6237-4bd3-9c7e-752905c17c7a,2,lab-根,root,51c967fd-bea9-4414-8aaa-b21fbad490f3
d5978bee-6237-4bd3-9c7e-752905c17c7a,3,-el,suffix,e60b6bac-ab3c-41f6-8a23-58d0d87e8690
c41a846d-5e1f-41c9-b176-98236da7af27,1,ride-基,base,bd55e615-6c27-4782-a221-0ddb0610f730
698a7b81-e321-4535-9c8d-1081921f6345,1,prior,word,b263126d-ba0e-4813-93c4-3080f702810d
698a7b81-e321-4535-9c8d-1081921f6345,2,-ity,suffix,78ebecd5-1a75-458b-9af9-0c33e6f20e5e
698a7b81-e321-4535-9c8d-1081921f6345,3,pri,root,05e65ada-c7d2-464b-8d73-934455763d70
698a7b81-e321-4535-9c8d-1081921f6345,4,-or,suffix,b9fed5d5-9451-4b2d-873c-9ee4b1ce3e43
698a7b81-e321-4535-9c8d-1081921f6345,5,-ity,suffix,78ebecd5-1a75-458b-9af9-0c33e6f20e5e
02d4f3f6-c76d-4d62-ae43-4d7df396dbc2,1,ball,word,ff1bd5ce-aee2-435d-a1a4-f76f0d86978c
02d4f3f6-c76d-4d62-ae43-4d7df396dbc2,2,con-,prefix,98e6651d-8b5e-462a-adb2-dc5da6edb65c
02d4f3f6-c76d-4d62-ae43-4d7df396dbc2,3,-y,suffix,8c6901c3-02e7-4be7-bd00-705f4f9f6f8c
02d4f3f6-c76d-4d62-ae43-4d7df396dbc2,4,bal,root,f17eeec8-2a4e-4481-b27e-e5c59822eef3
02d4f3f6-c76d-4d62-ae43-4d7df396dbc2,5,co-,prefix,eabfcb69-f5cb-4776-9fe5-50322c63ee01
02d4f3f6-c76d-4d62-ae43-4d7df396dbc2,6,-ny,suffix,915bed06-d3d6-4fb9-b412-453cc1270915
983a3a81-ad49-4dfe-b974-f09f78144fd4,1,drink-基,base,bae00905-b6db-418d-9916-ae144782cef7
0f0f31f0-4c45-43fb-abe7-16e1f0284d73,1,-k,suffix,224ba7b4-c7b2-4647-aa2c-a6a63a85d433
0f0f31f0-4c45-43fb-abe7-16e1f0284d73,2,shrink-基,base,fedd345c-ad3b-42dc-9c48-c5759f3ff5f8
e76d984a-047f-4fc7-b38e-a0f61db04e76,1,get,word,b0c610eb-d3c9-4593-a54f-2c448d947913
e76d984a-047f-4fc7-b38e-a0f61db04e76,2,targ,root,69169075-6dd9-4f22-9541-8352738b5d61
e76d984a-047f-4fc7-b38e-a0f61db04e76,3,-et,suffix,1680e212-326e-40f0-84f3-5ec1f172b73a
e76d984a-047f-4fc7-b38e-a0f61db04e76,4,targ,root,69169075-6dd9-4f22-9541-8352738b5d61
